IMO Number,CO₂ emissions per distance [kg CO₂ / n mile],CO₂eq emissions per distance [kg CO₂eq / n mile]
9420253,364.27,369.93
9420277,279.44,283.83
9420320,283.3,287.76
9420423,384.6,390.59
9420643,391.99,398.12
9420772,206.06,210.03
9420784,194.22,197.28
9420796,231.86,235.49
9420801,256.28,260.31
9420813,262.21,266.33
9420825,240.87,244.67
9420851,412.77,419.23
9420863,408.21,414.59
9421063,146.16,148.42
9421075,146.64,148.91
9421099,144.78,147.03
9421116,184.31,187.2
9421128,122.48,124.4
9421130,159.02,161.51
9421142,156.81,159.26
9421154,122.06,123.98
9421166,145.63,147.91
9421178,153.01,155.4
9421219,279.9,284.25
9421221,252.39,256.29
9421257,263.79,267.9
9421295,237.36,241.08
9421324,317.48,322.43
9421427,759.96,771.89
9421439,262.48,266.52
9422005,507.81,515.75
9422122,365.2,370.95
9422134,355.52,361.12
9422237,322.74,327.79
9422328,405.05,411.41
9422378,242.23,246
9422495,245.51,249.38
9422512,324.66,329.74
9422524,695.75,706.63
9422536,456.24,463.39
9422548,437.8,444.64
9422550,433.85,440.64
9422639,325.87,330.94
9422641,313.99,318.89
9422677,194.48,197.54
9422794,237.28,241.01
9422938,274.03,278.33
9422940,271.33,275.57
9423073,452.05,459.13
9423126,128.62,130.61
9423255,235.58,239.29
9423293,587.07,596.31
9423449,359.75,365.34
9423516,222.79,226.29
9423530,285.59,290.06
9423542,268.71,272.93
9423566,322.03,327.05
9423580,295.38,300.02
9423621,185.53,188.43
9423645,221.4,224.87
9423683,206.67,209.92
9423724,320.44,325.44
9423748,138.21,140.34
9423750,246.79,250.67
9423786,252.37,256.29
9423798,286.26,290.7
9423853,124.21,126.11
9423906,274.75,279.06
9424053,248.68,252.57
9424089,177.12,179.9
9424091,174.86,177.61
9424120,221.74,225.19
9424132,Division by zero!,Division by zero!
9424273,691.18,702.05
9424558,346.91,352.34
9424560,317.05,322.03
9424572,334.53,339.78
9424807,146.04,148.3
9424869,327.44,332.54
9424871,335.48,340.7
9424883,1414.6,1436.79
9425136,358.61,364.26
9425186,402.37,408.61
9425241,232.69,236.26
9425253,224.92,228.37
9425318,362.92,368.57
9425356,186,188.85
9425382,767.36,779.67
9425461,Division by zero!,Division by zero!
9425497,Division by zero!,Division by zero!
9425502,306.58,311.36
9425514,278.59,282.93
9425540,297.99,302.62
9425552,368.98,374.71
9425679,316.43,321.39
9425760,270.07,274.28
9425784,290.17,294.65
9425813,285.38,289.82
9425825,276.35,280.7
9425851,245.89,249.74
9425863,330.31,335.43
9425887,236.41,240.1
9425904,327.7,332.81
9425916,291.24,295.81
9425928,285.74,290.2
9425930,Division by zero!,Division by zero!
9425980,205.25,208.46
9425992,306.67,311.47
9426037,Division by zero!,Division by zero!
9426049,398.46,404.73
9426051,Division by zero!,Division by zero!
9426063,Division by zero!,Division by zero!
9426075,387.84,393.9
9426104,Division by zero!,Division by zero!
9426192,276.26,280.6
9426245,279.57,283.95
9426257,252.18,256.12
9426283,258.27,262.34
9426295,296.2,300.8
9426300,374.09,379.98
9426312,414.05,420.55
9426336,247.94,251.83
9426350,323.36,328.45
9426362,317.25,322.22
9426374,338.54,343.87
9426415,Division by zero!,Division by zero!
9426594,Division by zero!,Division by zero!
9426764,270.82,275.06
9426817,609.63,619.18
9426855,226.78,230.33
9426867,Division by zero!,Division by zero!
9426879,228.87,232.46
9426881,Division by zero!,Division by zero!
9427031,435.89,442.73
9427079,193.46,196.5
9427081,144.63,146.87
9427304,499.53,507.36
9427342,237.83,241.55
9427380,216.91,220.31
9427445,210.57,213.86
9427457,179.6,182.35
9427469,224.19,227.62
9427471,Division by zero!,Division by zero!
9427574,209.06,212.33
9427586,219.08,222.52
9427627,465.12,472.41
9427639,513.91,521.93
9427641,413.56,420.05
9427964,321.87,327.21
9427976,193.91,196.94
9427988,230.37,233.92
9427990,181.57,184.42
9428023,230.31,233.92
9428085,314.24,319.05
9428152,117.99,119.83
9428205,216.67,220.08
9428217,228.7,232.29
9428346,308.1,312.89
9428396,160.13,162.62
9428401,162.73,165.27
9428413,194.19,197.24
9428425,189.84,192.82
9428437,144.23,146.44
9428449,139.22,141.39
9428451,151.05,153.38
9428657,111.64,113.35
9428669,133.22,135.26
9428683,324.58,329.61
9428774,143.3,145.53
9428786,113.12,114.89
9428815,301.25,305.96
9428970,444.73,451.67
9428982,476.55,484.01
9428994,438.25,445.1
9429003,537.57,545.95
9429015,463.42,470.69
9429027,392.58,398.73
9429182,459.66,466.87
9429194,265.61,269.68
9429209,251.84,255.79
9429211,297.67,302.35
9429223,279.26,283.66
9429235,302.62,307.4
9429261,231.89,235.55
9429273,258.37,262.4
9429285,582.17,591.31
9429297,573.61,582.6
9429754,187.15,190.08
9430040,142.61,144.86
9430129,198.6,201.71
9430131,252.64,256.56
9430143,193.93,196.96
9430155,701.18,712.23
9430179,280.41,284.73
9430193,268.42,272.65
9430222,256.55,260.57
9430296,366.64,372.37
9430363,676.82,687.7
9430375,747.32,759.27
9430387,631.58,641.52
9430519,331.76,336.92
9430624,109.93,111.64
9430739,212.88,216.15
9430791,95,96.49
9430820,302.67,307.43
9430856,301.74,306.46
9430870,323,328.03
9430947,143.11,145.3
9430959,137.91,140.02
9430961,133.98,136.03
9430973,133.69,135.74
9430985,136.31,138.39
9430997,136.3,138.39
9431006,132.39,134.42
9431018,134.76,136.82
9431032,159.22,161.66
9431044,257.19,261.19
9431111,886.9,900.65
9431123,1008.26,1023.86
9431135,937.72,952.32
9431147,1046.3,1062.53
9431173,469.62,476.98
9431185,471.57,478.98
9431264,311.93,316.8
9431276,469.8,477.15
9431288,340.01,345.31
9431290,372.45,378.26
9431331,266.63,270.82
9431343,324.18,329.29
9431513,Division by zero!,Division by zero!
9431692,670.17,680.8
9431707,533.05,541.43
9431719,507.33,515.31
9431850,292.46,297.06
9431862,280.11,284.51
9432036,647.21,657.34
9432050,792.18,804.62
9432062,506.11,514.04
9432115,313.83,318.73
9432127,326.43,331.49
9432139,301.08,305.79
9432141,241.62,245.39
9432153,295.94,300.57
9432165,Division by zero!,Division by zero!
9432206,281.65,286.08
9432220,326.14,331.15
9432232,286.02,290.42
9432464,272.26,276.52
9432476,319.86,324.88
9432488,277.48,281.84
9432490,149.66,152
9432505,145.85,148.13
9432517,169.07,171.66
9432531,221.6,225.05
9432866,187.19,190.09
9432880,294.93,299.54
9432892,273.77,277.24
9432907,306.85,311.67
9432919,266.06,268.07
9433157,300.49,305.12
9433262,201.98,205.15
9433274,165,167.61
9433298,181.59,184.44
9433303,280.21,284.54
9433315,177.23,179.98
9433327,194.29,197.32
9433456,231.69,235.24
9433509,276.82,281.17
9433547,303.17,307.9
9433559,415.12,421.57
9433585,492.8,500.5
9433597,503.22,511.12
9433602,Division by zero!,Division by zero!
9433638,284.1,288.54
9433640,261,265.11
9433664,359.11,364.74
9433690,117.41,119.23
9433717,578.22,744.22
9433860,241.18,244.96
9433901,352.41,357.93
9434060,239.46,243.12
9434204,296.87,301.55
9434216,Division by zero!,Division by zero!
9434230,300.98,305.7
9434254,1517.5,1540.82
9434266,665.8,861.28
9434383,541.33,549.85
9434498,234.15,237.8
9434515,268.81,273.02
9434527,Division by zero!,Division by zero!
9434565,539.5,547.99
9434632,706.49,717.6
9434735,340.21,345.57
9434747,310.58,315.43
9434759,125.31,127.23
9434761,123.4,125.29
9434773,Division by zero!,Division by zero!
9434785,Division by zero!,Division by zero!
9434802,362.3,368.01
9434917,384.72,390.77
9434929,392.68,398.86
9434931,442.57,449.51
9434943,413.65,420.15
9435026,164.23,166.8
9435038,491.54,499.15
9435105,165.82,168.42
9435117,173.66,176.39
9435313,190.02,192.99
9435325,146,148.29
9435454,517.02,525.15
9435521,313.72,318.63
9435557,165.09,167.66
9435703,224.32,227.79
9435753,201.87,205.03
9435765,192.33,195.35
9435820,296.52,301.17
9435868,218.53,221.97
9435909,320.18,325.15
9436020,656.23,666.34
9436197,254.74,258.71
9436202,251.48,255.41
9436214,229.97,233.57
9436226,123.26,125.15
9436238,114.06,115.81
9436240,130.35,132.34
9436252,100.77,102.31
9436264,111.06,112.76
9436276,123.97,125.87
9436290,255.84,259.86
9436305,235.8,239.51
9436329,234.42,238.1
9436343,Division by zero!,Division by zero!
9436367,836.57,849.72
9436381,269.43,273.58
9436422,482.47,490.05
9436446,542.15,550.67
9436513,484.8,492.42
9436642,289.14,293.68
9436654,422.14,428.68
9436666,269.81,273.99
9436678,441.36,448.25
9436680,375.48,381.35
9436692,375.46,381.28
9436707,336.35,341.62
9436719,323.94,329
9436733,286.16,290.67
9436769,321.68,326.72
9436965,155.63,158.06
9437048,526.4,534.78
9437050,535.01,543.42
9437139,336.96,342.25
9437141,283.3,287.64
9437153,141.8,144.01
9437165,128.69,130.69
9437206,Division by zero!,Division by zero!
9437218,299.31,303.96
9437220,247.83,251.73
9437232,269.96,274.21
9437244,285.13,289.61
9437309,175.2,177.95
9437323,Division by zero!,Division by zero!
9437505,228.69,232.29
9437517,250,253.89
9437672,546.39,554.92
9437684,623.28,632.91
9437866,557.53,566.06
9437907,429.86,436.62
9437919,410,416.43
9437921,412.09,418.55
9437933,443.91,450.87
9437945,435.5,442.35
9438042,333.35,338.58
9438066,796.1,808.35
9438078,851.86,865
9438121,216.44,219.85
9438157,199.49,202.57
9438169,194.88,197.92
9438248,181.7,184.5
9438250,207.55,210.73
9438365,319.06,324.04
9438389,277.19,281.51
9438391,Division by zero!,Division by zero!
9438406,550.73,559.48
9438418,505.73,513.67
9438444,226.44,229.96
9438482,352.31,357.86
9438494,353.87,359.44
9438509,410.17,416.59
9438511,384.06,390.11
9438573,148.56,150.88
9438585,154.98,157.4
9438638,303.98,308.74
9438676,Division by zero!,Division by zero!
9438717,255.5,259.52
9438781,493.53,501.29
9438858,665.36,675.55
9438860,657.37,667.44
9438949,149.57,151.92
9439072,527.86,536.13
9439113,392.52,398.7
9439151,162.76,165.26
9439163,169.58,172.18
9439199,Division by zero!,Division by zero!
9439204,Division by zero!,Division by zero!
9439216,146.81,149.09
9439345,157.39,159.84
9439357,186.12,189.04
9439369,191.03,194.01
9439785,285.57,290.04
9439797,328.84,333.98
9439802,318.89,323.83
9439814,241.46,245.19
9439826,243.41,247.15
9439840,204.38,207.56
9439852,205.61,208.76
9439864,223.57,227.01
9439876,269.07,273.23
9440033,281.51,285.92
9440083,293.48,298.1
9440095,253.03,257.01
9440100,254.56,258.56
9440136,273.92,278.21
9440148,230.31,233.92
9440150,474.79,482.25
9440241,197.42,200.49
9440253,203.71,206.87
9440265,187.54,190.46
9440277,187.41,190.33
9440447,279.18,283.46
9440485,374.3,380.03
9440497,465.6,472.94
9440514,264.56,268.68
9440576,215.18,218.55
9440588,230.56,234.19
9440590,255.68,259.71
9440605,202.1,205.27
9440796,513.65,521.75
9440801,459.65,466.88
9440825,463.94,471.25
9440837,497.82,505.65
9440928,255.48,259.47
9440978,261.97,266.09
9440992,246.3,250.18
9441001,974.59,989.55
9441130,396.97,482.46
9441142,364.14,411.07
9441207,350.24,355.74
9441245,730.52,741.96
9441269,324.46,329.55
9441295,322.26,327.33
9441300,310.43,315.31
9441312,363.39,369.09
9441336,354.15,359.7
9441348,315.5,320.46
9441362,470.33,477.73
9441374,272.37,276.65
9441386,302.83,307.59
9441427,294.12,298.75
9441506,331.36,336.58
9441556,313.48,318.44
9441568,288.91,293.44
9441570,350.24,355.77
9441582,350.04,355.6
9441594,351.75,357.26
9441609,332.55,337.82
9441611,341.95,347.36
9441623,323.19,328.37
9441740,Division by zero!,Division by zero!
9441855,351.23,356.71
9441867,433.06,439.98
9441984,237.25,240.96
9442108,105.57,107.21
9442122,283.9,288.38
9442378,Division by zero!,Division by zero!
9442407,Division by zero!,Division by zero!
9442469,302.8,307.55
9442471,Division by zero!,Division by zero!
9442548,210.66,213.93
9442550,275.29,279.61
9442562,301.98,306.69
9442718,316.99,321.93
9442720,Division by zero!,Division by zero!
9442744,Division by zero!,Division by zero!
9442756,306.73,311.5
9442873,310.84,315.7
9442902,272.66,276.89
9442914,130.06,132.05
9442926,Division by zero!,Division by zero!
9442938,279,283.39
9443009,255.29,259.29
9443011,305.28,310.08
9443023,342.8,348.17
9443035,243.75,247.6
9443061,130.63,132.63
9443073,316.1,321.05
9443126,Division by zero!,Division by zero!
9443140,259.66,263.73
9443152,264.04,268.19
9443164,305.5,310.31
9443255,490.37,498.01
9443384,225.67,229.2
9443401,1253.92,1273.15
9443425,410.08,416.41
9443463,615.29,624.9
9443554,351.43,356.95
9443566,322.6,327.67
9443580,358.31,363.91
9443669,179.6,182.42
9443762,210.73,213.96
9443774,224.68,228.2
9443815,299.75,304.46
9443839,218.17,221.59
9443841,190.09,193
9443920,285.47,289.95
9444285,623.07,632.81
9444417,545.33,553.88
9444455,298.39,303.06
9444467,337.46,342.76
9444479,303.68,308.44
9444508,328.76,333.91
9444546,558.93,567.72
9444716,768.81,781.03
9444728,744.74,756.7
9444730,622.36,632.15
9444742,737.77,749.58
9444845,610.31,620.07
9444912,209.33,212.59
9445019,250.75,254.69
9445033,189.7,192.68
9445124,182.58,185.45
9445136,174.66,177.38
9445148,185.56,188.49
9445203,187.22,190.12
9445394,405.46,411.86
9445409,412.71,419.21
9445461,89703.07,91086.4
9445540,129.34,131.35
9445631,583.24,592.41
9445643,212.53,215.81
9445655,168.03,170.62
9445708,319.82,324.79
9445710,304.25,309
9445904,504.68,512.61
9445916,395.27,401.5
9445954,Division by zero!,Division by zero!
9445980,394.09,400.3
9445992,399.98,406.3
9446001,388.72,394.84
9446013,437.61,444.54
9446104,416.05,422.58
9446192,Division by zero!,Division by zero!
9446403,Division by zero!,Division by zero!
9446427,484.9,492.52
9446441,488.68,496.37
9446506,465.7,472.96
9446570,410.7,417.17
9446623,446.14,453.13
9446702,359.14,364.79
9446867,452.17,459.21
9446908,511.07,519.1
9447029,194.43,197.47
9447043,192.9,195.92
9447055,198.47,201.56
9447067,187.01,189.93
9447158,Division by zero!,Division by zero!
9447287,196.31,199.37
9447299,167.87,170.5
9447304,173.53,176.23
9447328,321.75,326.68
9447330,230.97,234.58
9447744,325.55,330.67
9447782,138.35,140.5
9447794,303.15,307.84
9447809,243.21,247.04
9447859,602.39,613.47
9447861,Division by zero!,Division by zero!
9447873,648.11,658.88
9447897,626.63,636.48
9447914,648.92,659.96
9448023,420.6,427.23
9448035,397.39,403.65
9448047,414,420.52
9448138,322.06,327.11
9448229,289.44,293.98
9448243,267.3,271.52
9448255,240.68,244.45
9448279,144.67,146.91
9448281,161.62,164.14
9448308,313.66,318.59
9448310,332.04,337.22
9448346,339.92,345.26
9448358,323.59,328.66
9448360,336.92,342.22
9448384,331.01,336.21
9448451,124.68,126.64
9448487,409.75,416.18
9448499,309.35,314.21
9448504,366.4,372.15
9448578,264.37,268.52
9448607,Division by zero!,Division by zero!
9448619,Division by zero!,Division by zero!
9448669,261.7,265.8
9448671,266.22,270.39
9448683,254.38,258.35
9448695,289.54,294.07
9448712,296.58,301.23
9448748,779.8,792.08
9448786,692.81,703.74
9448891,138.91,141.08
9449118,484.93,492.57
9449120,479.27,486.82
9449247,Division by zero!,Division by zero!
9449259,299.84,304.54
9449388,137.67,139.81
9449405,480.57,488.05
9449443,290.91,295.42
9449522,136.07,138.19
9449560,314.82,319.72
9449687,297.2,301.86
9449699,309.66,314.5
9449780,224.57,228.07
9449792,245.75,249.62
9449819,698.36,709.35
9449821,424.07,430.73
9449833,348.64,354.11
9449845,381.97,387.93
9449871,180.18,183
9449883,155.4,157.82
9449895,169.33,171.96
9450313,476.76,484.26
9450337,1190.37,1209.12
9450351,933.54,948.21
9450363,752.84,764.7
9450375,876.94,890.73
9450387,824.94,837.92
9450399,681.76,692.48
9450404,745.11,756.89
9450416,668.83,679.32
9450428,621.94,631.7
9450430,651.01,661.2
9450442,797.51,810.06
9450624,701.83,712.86
9450636,838.2,851.4
9450650,225.26,228.77
9450662,317.14,322.08
9450674,246.84,250.72
9450703,291.17,295.71
9450739,270.64,274.84
9450753,227.64,231.2
9450777,227.71,231.27
9450791,Division by zero!,Division by zero!
9450806,Division by zero!,Division by zero!
9450818,252.46,256.44
9450820,269.52,273.72
9450832,293.09,297.66
9450844,290.3,294.79
9450868,453.32,460.4
9450911,Division by zero!,Division by zero!
9451044,471.5,478.91
9451094,1260.04,1279.92
9451214,212.3,215.61
9451226,191.75,194.69
9451238,196.84,199.92
9451288,260.06,264.15
9451305,Division by zero!,Division by zero!
9451317,Division by zero!,Division by zero!
9451329,272.6,276.86
9451331,Division by zero!,Division by zero!
9451343,210.29,213.59
9451355,267.99,272.16
9451367,233.52,237.19
9451410,196.1,199.16
9451460,291.34,295.91
9451575,135.49,137.6
9451692,322.91,327.96
9451719,253.29,257.28
9451721,275.38,279.71
9451733,448.47,455.46
9451915,542.47,551.09
9451927,481.69,489.33
9451939,532.63,541.05
9451965,492.59,500.38
9451991,251.09,255
9452139,251.99,255.93
9452218,193.84,196.86
9452220,193.56,196.59
9452323,132.68,134.74
9452452,97.61,99.1
9452490,294.58,299.16
9452505,422.94,429.52
9452517,307.1,311.9
9452543,332.86,338.09
9452555,303.6,308.36
9452593,383.88,389.9
9452608,338,343.3
9452610,376.96,382.88
9452622,315.03,319.97
9452634,Division by zero!,Division by zero!
9452660,Division by zero!,Division by zero!
9452854,294.34,298.96
9452880,487.5,495.17
9453030,670.92,681.35
9453054,341.12,346.47
9453066,319.91,324.92
9453107,260.22,264.3
9453248,294.15,298.77
9453250,321.21,326.27
9453262,416.65,423.04
9453298,414.14,420.65
9453365,510.36,518.38
9453523,420.76,427.39
9453614,115.11,116.91
9453731,461.14,468.38
9453767,Division by zero!,Division by zero!
9453781,146.69,148.97
9453793,201.41,204.57
9453834,679.71,690.36
9453846,643.69,653.74
9453858,590.54,599.8
9453860,617.08,626.72
9453872,601.53,610.88
9453884,596.77,606.05
9453896,543.24,551.79
9453975,493.08,500.81
9453987,368.54,374.29
9454034,193.44,196.46
9454163,464.52,471.77
9454199,364.63,370.27
9454216,141.27,143.48
9454230,252.83,256.76
9454242,222.69,226.18
9454280,302.47,307.22
9454292,270.29,274.5
9454395,952.92,967.9
9454448,1016.52,1032.53
9454450,1100.91,1118.18
9454668,317.48,322.48
9454711,308.06,312.9
9454723,305.07,309.85
9454759,406.1,412.48
9454761,405.41,411.77
9455052,334.1,339.27
9455375,238.2,241.96
9455399,282.76,287.18
9455533,461.89,469.14
9455545,431.42,438.2
9455557,409.97,416.39
9455569,Division by zero!,Division by zero!
9455571,129.26,131.29
9455600,230.87,234.43
9455648,293.27,297.88
9455650,312.19,317.03
9455703,314.47,319.39
9455715,284.4,288.85
9455739,353.98,359.45
9455741,341.88,347.21
9455818,387.1,393.15
9455894,500.12,507.94
9456070,Division by zero!,Division by zero!
9456147,303.33,308.1
9456226,340.69,346.04
9456238,287.31,291.79
9456367,315.27,320.19
9456446,296.72,301.39
9456537,275.94,280.28
9456549,256.77,260.82
9456551,347,352.45
9456721,169.59,172.22
9456733,165.31,167.88
9456745,183.51,186.36
9456953,428.16,434.9
9456977,496.32,504.05
9456989,512.83,520.9
9456991,508.78,516.8
9457024,353.55,359.01
9457165,346.2,351.66
9457189,351.43,356.97
9457206,361.83,367.53
9457220,296.59,301.25
9457464,370.62,376.45
9457543,Division by zero!,Division by zero!
9457593,411.14,417.59
9457608,402.95,409.26
9457610,463.47,470.71
9457749,299.8,304.45
9457892,557.18,565.82
9457907,801.42,814.01
9458016,479.23,486.75
9458054,245.55,249.34
9458066,200.91,204.04
9458157,300.54,305.26
9458169,274.19,278.49
9458171,318.61,323.62
9458183,174.18,176.85
9458195,170.85,173.46
9458248,135.03,137.11
9458250,205.76,208.97
9458391,234.6,238.27
9458418,242.66,246.48
9458420,281.44,285.82
9458444,197.43,200.52
9458456,261.87,265.98
9458468,246.92,250.78
9458494,507.71,515.63
9458511,563.18,572.05
